host_since,host_identity_verified,neighbourhood,property_type,room_type,bed_type,cancellation_policy,host_listings_count,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,minimum_nights,number_of_reviews,review_scores_rating,reviews_per_month,latitude,longitude,days,needsIndex,price
2016-06-11,TRUE,Riverdale,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,2,1,0,1,0,30,20.00,1,200,93,7.55,43.66034922,-79.3407619,849,0.713114205,78.00
2016-06-11,FALSE,Alderwood,Apartment,Private room,Real Bed,flexible,1,1,1,1,1,125,10,0.00,1,1,92,0.04,43.60867017,-79.55164806,849,0.619765611,26.00
2016-01-17,TRUE,Saint Lawrence,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,3,4,1.5,2,2,800,100,75.00,5,2,100,0.07,43.64963882,-79.36976836,995,0.750769534,319.00
2015-04-10,TRUE,Palmerston/Little Italy,House,Entire home/apt,Real Bed,moderate,1,4,1,2,2,250,50,25.00,2,2,100,0.08,43.66167695,-79.41566478,1277,0.703663971,150.00
2016-05-19,TRUE,Victoria Village,Apartment,Private room,Real Bed,flexible,1,2,1,1,1,0,57.72810448,0.00,1,0,92,0,43.74089356,-79.31817125,872,0.382695564,71.00
2015-11-25,TRUE,Parkdale,Apartment,Entire home/apt,Real Bed,flexible,2,2,1,1,1,0,50,0.00,2,18,97,0.66,43.63347597,-79.42878518,1048,0.674915526,125.00
2014-04-19,FALSE,Keelesdale,House,Private room,Real Bed,flexible,20,1,1,1,1,0,125,100.00,1,10,96,0.41,43.68870838,-79.46740424,1633,0.643217553,25.00
2015-08-25,TRUE,Roncesvalles,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,1,2,2,0,60,15.00,1,212,99,7.62,43.64096116,-79.44537711,1140,0.760408209,119.00
2013-06-28,FALSE,Riverdale,Apartment,Entire home/apt,Real Bed,flexible,1,2,1,1,1,200,25,0.00,1,0,92,0,43.67143418,-79.32997779,1928,0.573028442,105.00
2016-06-08,TRUE,Palmerston/Little Italy,Apartment,Entire home/apt,Real Bed,flexible,1,3,1,1,1,0,57.72810448,0.00,2,1,92,0.04,43.65574967,-79.42146523,852,0.605980562,131.00
2011-04-12,FALSE,Riverdale,Townhouse,Private room,Real Bed,moderate,1,2,1,1,1,0,20,20.00,1,73,99,2.67,43.66174439,-79.34080406,2736,0.958288113,101.00
2014-05-05,TRUE,Dufferin Grove,Condominium,Private room,Real Bed,flexible,1,2,1,1,1,0,57.72810448,0.00,1,0,92,0,43.65784724,-79.44505512,1617,0.605980562,40.00
2014-08-05,FALSE,Niagara,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,10,7,2,3,4,359,149,99.00,1,126,92,4.62,43.63717259,-79.40558445,1525,0.979419684,318.00
2016-02-23,TRUE,Highland Creek,House,Private room,Real Bed,moderate,1,2,1,1,1,200,50,0.00,3,1,80,0.04,43.79582582,-79.1839137,958,0.460772225,65.00
2016-06-11,TRUE,Stonegate-Queensway,Townhouse,Entire home/apt,Real Bed,moderate,1,5,2.5,2,2,500,100,10.00,3,14,90,0.94,43.6245695,-79.49503732,849,0.897901036,235.00
2016-04-23,TRUE,Dovercourt Park,Apartment,Entire home/apt,Real Bed,flexible,1,4,1,1,2,150,60,7.00,2,49,98,1.8,43.66861063,-79.42427752,898,0.713114205,75.00
2016-06-12,FALSE,Palmerston/Little Italy,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,3,1,1,2,0,65,20.00,1,132,93,4.8,43.66047512,-79.4114551,848,0.654151605,102.00
2012-02-01,TRUE,Little Portugal,Townhouse,Entire home/apt,Real Bed,strict_14_with_grace_period,18,8,3,4,4,1500,120,0.00,10,5,84,0.35,43.64534085,-79.42375754,2441,0.684936731,590.00
2012-07-25,FALSE,Wallace Emerson,Loft,Entire home/apt,Futon,moderate,1,1,1,0,1,200,57.72810448,0.00,3,2,100,0.08,43.65995837,-79.45146351,2266,0.684936731,36.00
2013-05-18,FALSE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,flexible,1,2,1,1,1,0,30,0.00,5,0,92,0,43.66609309,-79.37948847,1969,0.589558077,149.00
2016-05-14,FALSE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,6,6,2,2,3,350,89,50.00,1,77,98,2.74,43.64163023,-79.3822686,877,0.760408209,159.00
2014-09-12,TRUE,The Beaches,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,16,2,1,1,1,300,50,0.00,3,50,90,1.8,43.67376754,-79.30516614,1487,0.654151605,89.00
2012-02-01,TRUE,Little Portugal,Townhouse,Entire home/apt,Real Bed,strict_14_with_grace_period,18,4,2,2,2,800,70,0.00,28,4,100,0.15,43.64460069,-79.4242266,2441,0.674915526,260.00
2016-06-13,FALSE,Riverdale,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,1,1,0,20,0.00,5,18,98,0.73,43.67307068,-79.35625947,847,0.813624225,70.00
2012-02-01,TRUE,Little Portugal,House,Entire home/apt,Real Bed,strict_14_with_grace_period,18,4,2,2,2,800,85,0.00,15,11,98,0.4,43.64490006,-79.42279141,2441,0.760408209,275.00
2015-11-11,FALSE,High Park North,House,Entire home/apt,Real Bed,flexible,1,2,1,1,1,150,75,0.00,2,2,60,0.07,43.65484756,-79.46486336,1062,0.619765611,100.00
2016-06-13,FALSE,Parkdale,Apartment,Entire home/apt,Real Bed,flexible,1,2,1,0,1,200,25,0.00,1,78,83,2.78,43.63549271,-79.42633994,847,0.540691979,45.00
2016-06-13,FALSE,Niagara,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,3,1,1,2,999,150,24.00,35,2,90,0.07,43.64427393,-79.41375858,847,0.589558077,125.00
2013-09-30,TRUE,Downtown Toronto,Condominium,Private room,Real Bed,flexible,1,2,1,1,1,200,65,25.00,4,1,100,0.04,43.6703791,-79.37598293,1834,0.674915526,150.00
2016-01-23,TRUE,Oakwood,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,5,2.5,3,3,500,60,25.00,5,4,100,0.15,43.69570464,-79.43384879,989,0.694313126,375.00
2015-01-04,TRUE,Wychwood Park,Apartment,Shared room,Real Bed,flexible,1,1,1,1,1,0,57.72810448,0.00,1,0,92,0,43.68006248,-79.43357783,1373,0.508212521,40.00
2013-02-05,TRUE,Kensington Market,House,Private room,Real Bed,moderate,3,2,1,1,1,150,25,15.00,2,125,97,5.19,43.65522328,-79.40386402,2071,0.674915526,59.00
2012-12-18,TRUE,Lambton Baby Point,House,Entire home/apt,Real Bed,moderate,1,5,2,3,3,300,50,0.00,4,5,100,0.19,43.66514858,-79.49305896,2120,0.722408935,250.00
2012-02-01,TRUE,Little Portugal,House,Entire home/apt,Real Bed,strict_14_with_grace_period,18,12,4.5,6,6,2500,300,0.00,28,0,92,0,43.64636867,-79.42358722,2441,0.694313126,1450.00
2013-10-21,TRUE,Oakwood,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,2,2,2,300,75,0.00,2,55,96,1.99,43.68656354,-79.4343934,1813,0.805421972,166.00
2015-02-01,TRUE,Greenwood-Coxwell,House,Private room,Real Bed,moderate,2,1,1.5,1,1,150,10,0.00,3,119,97,4.33,43.6760521,-79.3278496,1345,0.674915526,35.00
2014-09-12,TRUE,The Beaches,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,16,4,1,1,2,500,70,25.00,3,59,95,2.15,43.67547728,-79.30374641,1487,0.664940375,89.00
2014-09-12,TRUE,The Beaches,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,16,4,1,1,2,500,70,25.00,3,47,96,1.77,43.67508831,-79.30472129,1487,0.654151605,89.00
2014-02-06,TRUE,Little Portugal,Condominium,Private room,Real Bed,flexible,1,2,2,1,1,150,57.72810448,0.00,1,2,100,0.07,43.64355658,-79.42744012,1705,0.619765611,59.00
2016-06-14,FALSE,Harbourfront,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,1,1,500,50,0.00,2,14,100,0.5,43.64011618,-79.38527448,846,0.713114205,110.00
2016-05-06,FALSE,Kensington Market,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,3,2,1,0,1,200,75,0.00,2,53,99,2.99,43.65603149,-79.40346959,885,0.741246136,155.00
2016-06-14,TRUE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,3,1,1,2,299,80,25.00,5,13,92,0.47,43.64101809,-79.39001369,846,0.664940375,138.00
2010-07-05,TRUE,Parkdale,Apartment,Entire home/apt,Real Bed,flexible,1,2,1,0,1,250,30,0.00,2,0,92,0,43.63804803,-79.44485676,3017,0.55691431,50.00
2016-06-14,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,moderate,1,4,1.5,2,2,0,57.72810448,0.00,3,39,97,1.4,43.64204266,-79.38137193,846,0.674915526,150.00
2014-06-30,TRUE,Niagara,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,500,0,0.00,5,3,100,0.32,43.64167224,-79.41508748,1561,0.805421972,200.00
2016-06-14,FALSE,Bayview Village,House,Private room,Real Bed,moderate,1,2,1,1,1,129,26,0.00,1,17,98,0.62,43.77188709,-79.37569221,846,0.508212521,39.00
2016-05-14,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,6,2,1,0,1,200,39,0.00,1,177,99,9.41,43.64172968,-79.38180417,877,0.805421972,100.00
2016-04-10,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,moderate,1,3,1,1,1,0,40,0.00,2,7,100,0.27,43.63913508,-79.39710933,911,0.674915526,120.00
2016-03-21,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,6,1,2,3,500,70,0.00,1,42,98,1.61,43.6422564,-79.39716941,931,0.779336398,190.00
2016-01-08,TRUE,Amesbury,House,Entire home/apt,Real Bed,strict_14_with_grace_period,5,7,2,3,4,300,69,11.00,30,34,94,1.23,43.70051308,-79.49215832,1004,0.694313126,120.00
2014-07-01,TRUE,Islington,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,1,2,2,200,80,20.00,6,15,99,0.56,43.60984684,-79.56018972,1560,0.821636602,129.00
2012-08-31,TRUE,Studio District,Loft,Entire home/apt,Real Bed,moderate,1,2,1,1,1,0,100,0.00,1,0,92,0,43.65648411,-79.35086292,2229,0.605980562,400.00
2014-09-04,FALSE,High Park North,Apartment,Shared room,Pull-out Sofa,flexible,1,1,1,1,1,0,26,0.00,1,1,100,0.04,43.65629932,-79.46706617,1495,0.605980562,32.00
2012-04-26,TRUE,Wallace Emerson,Loft,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,1,1,2,350,50,30.00,2,82,98,3.02,43.666114,-79.45378636,2356,0.684936731,65.00
2015-11-26,FALSE,Entertainment District,Condominium,Private room,Real Bed,strict_14_with_grace_period,1,2,1,1,1,129,65,0.00,1,9,100,0.32,43.64772388,-79.38760368,1047,0.942610326,220.00
2014-09-24,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,flexible,1,5,2,2,3,150,25,25.00,1,17,84,0.61,43.66836274,-79.38436607,1475,0.674915526,169.00
2015-07-04,FALSE,Mimico,Condominium,Private room,Real Bed,moderate,1,1,1,1,1,200,50,30.00,3,7,83,0.28,43.62464421,-79.48451703,1192,0.731778843,59.00
2014-07-03,TRUE,Palmerston/Little Italy,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,0,30,0.00,7,16,94,0.58,43.65883946,-79.42821807,1558,0.654151605,188.00
2016-05-31,TRUE,The Danforth,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,5,1,2,4,500,57.72810448,10.00,3,3,93,0.11,43.68450816,-79.30942785,860,0.643217553,59.00
2012-02-14,TRUE,Kensington Market,Loft,Entire home/apt,Futon,flexible,1,4,1,1,1,250,85,0.00,2,3,93,0.11,43.65685865,-79.40133552,2428,0.643217553,250.00
2016-06-15,FALSE,Downtown Toronto,Condominium,Private room,Real Bed,flexible,1,2,1,1,1,0,25,15.00,2,3,90,0.11,43.65536346,-79.38448125,845,0.63241182,75.00
2012-06-06,TRUE,Fashion District,House,Entire home/apt,Real Bed,moderate,1,6,2,2,3,400,150,0.00,2,9,98,0.33,43.64664187,-79.4009072,2315,0.760408209,888.00
2015-05-01,TRUE,Parkview,House,Private room,Real Bed,strict_14_with_grace_period,1,1,2,1,1,140,57.72810448,0.00,7,0,92,0,43.70283765,-79.30306251,1256,0.63241182,45.00
2016-06-16,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,flexible,1,3,1,1,1,150,25,0.00,3,3,87,0.11,43.64135389,-79.38225119,844,0.643217553,94.00
2015-02-08,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,2,4,2,2,2,800,150,100.00,2,4,100,1.03,43.64162104,-79.38373465,1338,0.750769534,350.00
2016-05-27,FALSE,The Beaches,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,2,2,1,1,1,500,80,15.00,4,31,88,1.14,43.67390338,-79.30691293,864,0.844449108,100.00
2013-10-04,FALSE,Little Portugal,Apartment,Entire home/apt,Real Bed,flexible,1,2,1,1,2,129,26,0.00,1,0,92,0,43.64376253,-79.42732124,1830,0.573028442,78.00
2016-06-16,FALSE,Don Mills,Apartment,Entire home/apt,Real Bed,flexible,1,2,1,1,1,200,50,0.00,5,8,95,0.33,43.74251925,-79.3544949,844,0.643217553,94.00
2013-07-16,TRUE,Fashion District,Condominium,Entire home/apt,Real Bed,flexible,2,4,1,2,1,300,60,50.00,3,49,97,1.74,43.64841926,-79.39799115,1910,0.664940375,225.00
2014-06-13,TRUE,Bedford Park,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,6,2,3,5,0,57.72810448,0.00,17,0,92,0,43.7293732,-79.41593047,1578,0.654151605,300.00
2012-07-09,TRUE,Deer Park,Apartment,Private room,Real Bed,flexible,1,2,1,1,1,0,57.72810448,0.00,1,0,92,0,43.69149762,-79.39669152,2282,0.605980562,44.00
2014-01-06,TRUE,Woodbine/Lumsden,House,Entire home/apt,Real Bed,moderate,1,6,2,2,2,290,57.72810448,50.00,2,4,100,0.15,43.69095135,-79.31418022,1736,0.722408935,350.00
2013-11-29,FALSE,Fashion District,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,1,1,150,50,0.00,3,10,98,0.37,43.64537925,-79.39826464,1774,0.674915526,193.00
2013-12-12,FALSE,The Junction,Apartment,Private room,Real Bed,flexible,2,4,1,1,2,130,40,0.00,2,36,99,1.71,43.66330608,-79.45825085,1761,0.760408209,69.00
2016-03-23,TRUE,Mimico,Condominium,Entire home/apt,Real Bed,moderate,3,2,1,1,1,150,50,0.00,2,88,95,3.17,43.62209291,-79.48129204,929,0.850989199,140.00
2012-08-28,FALSE,Riverdale,Loft,Entire home/apt,Real Bed,strict_14_with_grace_period,2,3,2,1,1,500,80,0.00,3,0,92,0,43.66555621,-79.34228177,2232,0.684936731,400.00
2016-06-17,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,1,2,3,400,40,0.00,1,23,93,0.82,43.65336687,-79.38754472,843,0.664940375,230.00
2016-06-17,TRUE,Yorkville,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,3,4,1,1,2,500,138,29.00,3,1,100,0.04,43.6708342,-79.39331032,843,0.694313126,158.00
2015-11-11,FALSE,High Park North,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,2,200,55,0.00,25,1,92,0.04,43.65397885,-79.46760982,1062,0.674915526,169.00
2016-01-10,FALSE,Fairbank,House,Private room,Real Bed,moderate,2,2,1,1,1,0,10,0.00,2,18,94,0.66,43.68290118,-79.45348383,1002,0.508212521,40.00
2012-02-07,TRUE,Parkdale,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,3,1,1,1,250,50,0.00,1,2,100,0.08,43.64282061,-79.42262331,2435,0.619765611,120.00
2016-06-17,FALSE,Entertainment District,Apartment,Entire home/apt,Real Bed,flexible,1,3,1.5,2,2,300,60,30.00,1,0,92,0,43.64048688,-79.3829073,843,0.619765611,107.00
2016-06-18,TRUE,Wallace Emerson,House,Private room,Real Bed,flexible,1,2,1.5,1,1,150,10,0.00,1,10,98,0.36,43.66387961,-79.45398699,842,0.664940375,58.00
2015-02-13,TRUE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,4,6,2,2,2,800,138,38.00,4,44,99,1.61,43.64218968,-79.38088591,1333,0.770066708,238.00
2013-10-22,FALSE,Riverdale,House,Entire home/apt,Real Bed,moderate,1,5,2,2,2,1000,80,0.00,2,3,100,2.65,43.66592252,-79.33574969,1812,0.713114205,260.00
2012-11-01,FALSE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,19,4,2,2,2,0,57.72810448,0.00,7,6,90,0.22,43.64174237,-79.38072232,2167,0.605980562,155.00
2016-06-18,TRUE,Willowdale,Apartment,Private room,Real Bed,moderate,1,4,1,1,1,200,25,25.00,1,4,100,0.15,43.76449521,-79.41327486,842,0.619765611,94.00
2016-06-11,TRUE,The Annex,Apartment,Shared room,Futon,strict_14_with_grace_period,3,1,1,1,1,0,0,10.00,1,33,94,1.23,43.67181843,-79.40550531,849,0.694313126,30.00
2016-06-10,FALSE,Hillcrest Village,House,Private room,Real Bed,flexible,1,2,1,1,1,200,30,0.00,1,0,92,0,43.8019587,-79.35945277,850,0.694313126,59.00
2015-05-20,TRUE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,5,6,2,2,3,800,100,30.00,3,8,95,0.29,43.6630037,-79.38763369,1237,0.703663971,229.00
2016-06-19,TRUE,Entertainment District,Apartment,Entire home/apt,Real Bed,moderate,2,3,1,1,1,399,50,20.00,1,161,99,5.79,43.64717943,-79.3916296,841,0.892575204,100.00
2014-01-18,TRUE,Studio District,Tiny house,Entire home/apt,Real Bed,strict_14_with_grace_period,7,2,1,0,1,0,50,0.00,2,184,100,6.69,43.65824456,-79.3440647,1724,0.875742681,150.00
2016-05-25,FALSE,Henry Farm,Condominium,Entire home/apt,Real Bed,flexible,1,2,1,1,1,500,20,40.00,3,0,92,0,43.7644484,-79.38236527,866,0.923748247,129.00
2016-06-20,TRUE,Downtown Toronto,House,Entire home/apt,Real Bed,moderate,1,8,1.5,4,4,500,150,25.00,3,5,96,0.18,43.66068628,-79.40542709,840,0.694313126,340.00
2016-06-20,FALSE,Crescent Town,Apartment,Private room,Real Bed,flexible,3,2,2.5,1,5,130,10,20.00,1,11,93,0.4,43.69576195,-79.2921043,840,0.654151605,40.00
2013-08-31,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,200,50,0.00,24,9,98,0.33,43.64621111,-79.38994315,1864,0.619765611,144.00
2015-07-03,TRUE,Riverdale,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,1,2,2,0,65,0.00,2,45,98,1.66,43.66057995,-79.34588222,1193,0.857380442,175.00
2012-12-14,FALSE,Harbourfront,Condominium,Entire home/apt,Real Bed,flexible,1,2,1.5,1,1,500,50,0.00,360,0,92,0,43.63657664,-79.39784422,2124,0.573028442,57.00
2014-10-05,FALSE,Harbourfront,Condominium,Entire home/apt,Real Bed,moderate,1,4,1,1,2,500,100,0.00,2,10,100,0.36,43.63725801,-79.39716706,1464,0.731778843,250.00
2013-03-24,TRUE,Fashion District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,2,550,70,0.00,5,1,100,0.04,43.64406009,-79.40017043,2024,0.674915526,297.00
2014-12-31,FALSE,Downtown Toronto,Loft,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,0,64,0.00,2,31,92,1.16,43.65488846,-79.36641824,1377,0.741246136,210.00
2016-06-20,FALSE,Rexdale,House,Private room,Futon,flexible,1,2,1,1,1,0,10,15.00,1,1,80,0.04,43.72724604,-79.57124831,840,0.508212521,30.00
2014-07-03,TRUE,Dovercourt Park,Guest suite,Entire home/apt,Real Bed,moderate,1,5,1,1,3,250,30,15.00,2,108,99,4.02,43.66230643,-79.43054243,1558,0.805421972,106.00
2014-12-10,TRUE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,moderate,2,2,1,1,1,498,35,0.00,2,105,98,3.82,43.64053424,-79.39912836,1398,0.821636602,150.00
2012-09-18,TRUE,Crescent Town,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,250,57.72810448,20.00,5,21,99,0.82,43.69400931,-79.30306643,2211,0.813624225,80.00
2016-01-11,TRUE,The Danforth,House,Private room,Real Bed,moderate,1,2,1,1,1,200,11,0.00,1,41,99,1.49,43.68180836,-79.29047441,1001,0.684936731,67.00
2012-02-06,TRUE,Trinity-Bellwoods,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,2,2,1000,80,50.00,14,3,93,0.11,43.64695247,-79.41130416,2436,0.664940375,250.00
2015-08-13,FALSE,Don Mills,Condominium,Entire home/apt,Real Bed,flexible,1,3,1,1,2,0,57.72810448,0.00,1,0,92,0,43.729732,-79.33120397,1152,0.643217553,50.00
2013-10-09,TRUE,Downtown Toronto,Apartment,Private room,Real Bed,strict_14_with_grace_period,1,2,1.5,1,1,0,20,0.00,1,26,99,1.03,43.65948621,-79.36883156,1825,0.619765611,100.00
2016-04-26,TRUE,Parkdale,Apartment,Private room,Real Bed,flexible,1,2,1,1,1,122,20,0.00,2,38,95,1.38,43.63734174,-79.4324883,895,0.63241182,45.00
2013-10-08,TRUE,Palmerston/Little Italy,House,Private room,Real Bed,moderate,2,1,1,1,1,0,10,0.00,4,19,99,0.68,43.6595162,-79.41836733,1826,0.63241182,38.00
2015-04-28,TRUE,Roncesvalles,Apartment,Entire home/apt,Real Bed,moderate,1,4,1,0,2,250,60,0.00,2,8,85,0.29,43.64220006,-79.43114581,1259,0.619765611,129.00
2013-07-18,FALSE,Parkdale,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,2,4,2,2,2,0,50,0.00,3,21,98,0.79,43.64245236,-79.4245622,1908,0.63241182,155.00
2013-01-12,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,moderate,1,2,1,1,1,3000,25,30.00,2,35,98,1.35,43.64823376,-79.38922576,2095,0.770066708,155.00
2015-07-20,FALSE,Fashion District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,2,0,57.72810448,0.00,2,1,100,0.04,43.64477938,-79.3999158,1176,0.664940375,110.00
2015-06-28,FALSE,Entertainment District,Apartment,Private room,Real Bed,strict_14_with_grace_period,1,2,1,1,1,200,10,0.00,1,0,92,0,43.64035289,-79.3925846,1198,0.619765611,69.00
2016-06-22,FALSE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,2,1,1,1,500,50,0.00,3,14,95,0.53,43.66213741,-79.38456912,838,0.713114205,175.00
2016-06-21,FALSE,Niagara,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,0,1,250,20,0.00,1,205,93,7.51,43.64421348,-79.40899639,839,0.573028442,100.00
2016-06-22,FALSE,The Annex,House,Entire home/apt,Real Bed,flexible,1,10,2.5,4,5,1000,57.72810448,0.00,7,0,92,0,43.66718913,-79.40837217,838,0.643217553,700.00
2014-06-20,TRUE,Wychwood Park,Townhouse,Private room,Pull-out Sofa,strict_14_with_grace_period,1,2,1,1,1,0,32,8.00,28,23,84,0.94,43.67503817,-79.42157374,1571,0.643217553,45.00
2015-08-30,FALSE,Willowdale,House,Entire home/apt,Real Bed,flexible,1,2,1,2,2,130,57.72810448,0.00,1,0,92,0,43.76480305,-79.3937228,1135,0.55691431,100.00
2011-07-16,TRUE,Entertainment District,Serviced apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,4,2,2,2,200,90,0.00,2,189,96,6.8,43.64169569,-79.38188657,2641,0.796838794,228.00
2014-12-01,FALSE,Parkdale,Condominium,Entire home/apt,Real Bed,moderate,1,2,1,1,1,150,30,0.00,2,0,92,0,43.64106734,-79.42336443,1407,0.694313126,75.00
2016-06-06,TRUE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,7,10,3.5,3,0,1497,149,37.00,1,3,100,0.12,43.63918576,-79.39659613,854,0.813624225,748.00
2016-06-22,TRUE,Davisville,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,0,1,300,20,15.00,2,19,96,0.78,43.69983121,-79.39171894,838,0.63241182,85.00
2014-10-24,TRUE,Downtown Toronto,Loft,Entire home/apt,Airbed,flexible,1,4,1,1,1,500,75,0.00,2,7,100,0.26,43.65779843,-79.35615812,1445,0.654151605,150.00
2015-05-19,TRUE,Newtonbrook,Guest suite,Entire home/apt,Real Bed,strict_14_with_grace_period,5,4,1,2,2,500,50,0.00,4,21,95,0.76,43.78573291,-79.43759869,1238,0.619765611,100.00
2014-09-12,TRUE,Yorkville,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,16,2,1,1,1,125,70,0.00,5,81,95,3.05,43.67025777,-79.39402664,1487,0.703663971,178.00
2015-08-11,FALSE,Downtown Toronto,Apartment,Private room,Real Bed,flexible,1,2,2,1,1,122,10,0.00,1,10,80,0.36,43.65362375,-79.39566222,1154,0.654151605,57.00
2016-06-23,FALSE,Clairlea,Townhouse,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,1,1,2,200,30,45.00,1,106,94,3.85,43.70440098,-79.27139174,837,0.703663971,69.00
