host_since,host_identity_verified,neighbourhood,property_type,room_type,bed_type,cancellation_policy,host_listings_count,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,extra_people,minimum_nights,number_of_reviews,review_scores_rating,reviews_per_month,latitude,longitude,days,needsIndex,price
2017-06-13,FALSE,Amesbury,House,Private room,Real Bed,strict_14_with_grace_period,4,10,2,5,5,1000,200,25.00,1,21,91,2.15,43.69613955,-79.47633542,482,0.619765611,900.00
2011-04-30,TRUE,The Annex,Apartment,Entire home/apt,Real Bed,moderate,1,2,1,0,1,135,0,10.00,3,4,100,0.43,43.67432248,-79.40163739,2718,0.643217553,75.00
2017-06-25,FALSE,Pleasant View,House,Private room,Real Bed,moderate,1,2,1,1,1,0,20,0.00,1,2,100,0.22,43.78060432,-79.33896846,470,0.63241182,70.00
2012-03-13,FALSE,Woburn,Apartment,Entire home/apt,Real Bed,flexible,1,1,1.5,2,1,0,57.72810448,0.00,1,0,92,0,43.76535516,-79.2088479,2400,0.619765611,57.00
2016-11-15,FALSE,Wallace Emerson,House,Private room,Real Bed,strict_14_with_grace_period,12,1,1,1,1,200,30,0.00,30,0,92,0,43.65930611,-79.43942778,692,0.63241182,47.00
2017-12-10,FALSE,Glen Park,Condominium,Private room,Real Bed,flexible,2,1,1,1,1,150,20,15.00,1,15,99,1.61,43.71609551,-79.44164778,302,0.664940375,58.00
2016-11-15,FALSE,Wallace Emerson,House,Private room,Real Bed,strict_14_with_grace_period,12,2,1,1,1,200,40,10.00,1,15,92,1.97,43.65944106,-79.43978983,692,0.63241182,59.00
2013-05-15,TRUE,Fashion District,Loft,Entire home/apt,Real Bed,flexible,2,4,2,2,2,0,36,0.00,2,3,100,0.3,43.6457296,-79.4010919,1972,0.52441118,98.00
2012-09-25,TRUE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,5,1,1,4,300,60,7.00,1,75,97,7.89,43.6665414,-79.38332491,2204,0.875742681,185.00
2017-12-10,FALSE,Glen Park,Condominium,Private room,Real Bed,flexible,2,1,1,1,1,150,20,12.00,2,2,100,2,43.71770023,-79.44205493,302,0.63241182,45.00
2013-09-01,TRUE,Stonegate-Queensway,Bungalow,Private room,Real Bed,strict_14_with_grace_period,2,2,1,1,1,150,25,0.00,2,22,95,2.68,43.62941885,-79.4902605,1863,0.829436438,34.00
2016-03-05,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,3,7,2,3,0,400,95,20.00,2,12,97,1.22,43.64212643,-79.38221237,947,0.813624225,149.00
2017-12-09,FALSE,Downtown Toronto,Condominium,Private room,Real Bed,strict_14_with_grace_period,2,2,1,1,1,130,30,10.00,2,24,94,5.45,43.63859401,-79.39813992,303,0.654151605,80.00
2017-12-05,FALSE,Henry Farm,Apartment,Entire home/apt,Real Bed,moderate,1,4,1,1,2,300,60,10.00,1,38,97,3.92,43.76876713,-79.3747785,307,0.805421972,103.00
2017-12-09,FALSE,Niagara,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,5,1,1,2,599,125,75.00,1,36,95,4.29,43.63784329,-79.40081059,303,0.869995519,159.00
2017-04-09,FALSE,Niagara,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,4,2,1,0,1,200,55,10.00,2,13,92,1.33,43.639142,-79.41558037,547,0.713114205,59.00
2012-03-13,FALSE,Entertainment District,Apartment,Private room,Real Bed,strict_14_with_grace_period,1,2,1,1,1,150,79,20.00,2,67,94,6.77,43.64096485,-79.39309748,2400,0.813624225,56.00
2016-08-02,TRUE,Parkdale,Apartment,Entire home/apt,Real Bed,flexible,1,4,1,0,2,0,57.72810448,0.00,3,2,100,0.8,43.63881579,-79.44492317,797,0.540691979,70.00
2017-02-19,FALSE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,flexible,2,4,1,1,2,0,20,15.00,2,0,92,0,43.6707964,-79.37523177,596,0.619765611,91.00
2017-04-09,FALSE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,4,2,1,1,1,200,49,10.00,1,57,94,5.82,43.64263952,-79.3823746,547,0.9072498,79.00
2016-02-10,TRUE,Kensington Market,Apartment,Private room,Real Bed,flexible,1,4,1,2,2,0,20,20.00,3,2,80,0.21,43.65695219,-79.40123429,971,0.619765611,50.00
2015-02-10,FALSE,Downtown Toronto,Apartment,Private room,Real Bed,moderate,1,2,1,1,1,0,57.72810448,0.00,1,0,92,0,43.66599513,-79.38141517,1336,0.619765611,69.00
2015-03-26,TRUE,Newtonbrook,Bungalow,Entire home/apt,Real Bed,flexible,5,4,1,2,2,0,57.72810448,10.00,1,9,88,1.85,43.78426615,-79.42164653,1292,0.643217553,150.00
2016-07-28,FALSE,Downsview,Townhouse,Private room,Real Bed,strict_14_with_grace_period,4,1,1,1,1,0,25,30.00,4,10,100,1.09,43.7358787,-79.48101508,802,0.760408209,50.00
2011-09-15,TRUE,Palmerston/Little Italy,Apartment,Entire home/apt,Real Bed,flexible,1,4,1,2,2,0,57.72810448,0.00,1,0,92,0,43.66156732,-79.42454041,2580,0.654151605,120.00
2013-01-14,TRUE,The Annex,Apartment,Private room,Real Bed,flexible,1,2,1,1,1,0,0,10.00,1,18,89,1.91,43.67215631,-79.40143077,2093,0.63241182,47.00
2017-10-17,FALSE,Downtown Toronto,Guest suite,Private room,Real Bed,strict_14_with_grace_period,2,3,1,1,2,150,30,15.00,1,42,87,4.3,43.65637617,-79.39632896,356,0.619765611,56.00
2017-06-29,FALSE,Woburn,House,Private room,Real Bed,moderate,4,2,2,1,1,0,10,20.00,1,6,90,0.63,43.7717383,-79.21354324,466,0.703663971,35.00
2017-07-17,FALSE,Fashion District,Apartment,Entire home/apt,Real Bed,flexible,2,4,2,2,2,150,57.72810448,0.00,3,1,80,0.11,43.64637802,-79.40145885,448,0.869995519,175.00
2014-11-15,FALSE,West Hill,House,Private room,Real Bed,moderate,2,1,1,1,1,150,7,20.00,1,33,93,4.42,43.75610235,-79.19148172,1423,0.573028442,35.00
2016-07-07,FALSE,Garden District,Apartment,Private room,Real Bed,flexible,1,2,1,1,1,0,57.72810448,0.00,1,1,100,0.1,43.65805585,-79.37293966,823,0.55691431,78.00
2016-06-21,FALSE,Rockcliffe Smythe,Guesthouse,Entire home/apt,Real Bed,moderate,2,3,1,1,1,300,30,15.00,1,29,96,2.99,43.67944789,-79.47773012,839,0.643217553,89.00
2017-12-11,FALSE,Roncesvalles,Guest suite,Entire home/apt,Real Bed,moderate,1,2,1,1,1,250,30,0.00,2,50,98,5.21,43.64658482,-79.44417656,301,0.703663971,70.00
2016-04-12,FALSE,Garden District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,500,100,0.00,5,1,92,0.11,43.66159385,-79.37770973,909,0.605980562,111.00
2016-06-21,FALSE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,moderate,1,2,1,1,1,400,60,0.00,3,1,100,0.48,43.66996001,-79.38476861,839,0.619765611,110.00
2017-08-17,FALSE,Tam O'Shanter,House,Private room,Real Bed,moderate,4,2,1,1,1,150,40,20.00,6,6,97,0.63,43.78199235,-79.30521429,417,0.923748247,43.00
2017-12-11,FALSE,Trinity-Bellwoods,House,Entire home/apt,Real Bed,flexible,1,4,1,2,2,0,57.72810448,0.00,5,1,92,0.1,43.64929222,-79.41066072,301,0.55691431,110.00
2017-12-11,FALSE,Woodbine/Lumsden,Bungalow,Entire home/apt,Real Bed,strict_14_with_grace_period,4,2,1,1,1,250,50,6.00,3,3,100,0.8,43.69154129,-79.30713642,301,0.684936731,79.00
2017-06-18,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,12,4,1,2,2,400,79,19.00,2,15,99,1.78,43.64222641,-79.3825946,477,0.643217553,199.00
2016-11-16,TRUE,The Annex,House,Entire home/apt,Real Bed,strict_14_with_grace_period,5,2,1,1,1,500,100,0.00,2,10,94,1.36,43.67162719,-79.40439356,691,0.694313126,85.00
2012-12-16,TRUE,Garden District,House,Private room,Real Bed,moderate,2,2,1,1,1,0,15,20.00,1,79,100,8.17,43.65981098,-79.37987162,2122,0.770066708,59.00
2013-10-29,FALSE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,moderate,1,3,1,0,1,0,0,25.00,4,21,89,2.4,43.66319562,-79.37889154,1805,0.813624225,70.00
2017-08-22,FALSE,Victoria Village,Other,Private room,Real Bed,strict_14_with_grace_period,1,1,1,1,1,0,49,49.00,1,0,92,0,43.71745151,-79.30271254,412,0.722408935,22.00
2017-12-12,FALSE,Glen Park,Condominium,Entire home/apt,Real Bed,flexible,1,1,1,1,1,0,57.72810448,0.00,9,0,92,0,43.71508384,-79.45318384,300,0.429026833,50.00
2017-07-08,TRUE,Woodbine/Lumsden,House,Private room,Real Bed,flexible,9,2,1,1,1,0,20,0.00,15,1,80,0.25,43.69741116,-79.31545146,457,0.684936731,45.00
2017-12-12,FALSE,Etobicoke West Mall,Condominium,Private room,Real Bed,flexible,1,1,1,1,1,0,57.72810448,0.00,2,5,85,0.51,43.65211315,-79.56883423,300,0.52441118,25.00
2017-07-03,FALSE,Parkdale,Loft,Entire home/apt,Real Bed,strict_14_with_grace_period,1,3,1.5,1,2,600,85,0.00,2,12,93,1.25,43.63781905,-79.42052366,462,0.722408935,160.00
2016-10-08,FALSE,Scarborough Junction,Guest suite,Private room,Real Bed,strict_14_with_grace_period,2,2,1,1,1,150,25,20.00,1,3,100,0.41,43.7304058,-79.25565792,730,0.722408935,50.00
2015-02-06,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,2,7,2,2,2,300,75,20.00,2,51,98,5.41,43.64091934,-79.38293291,1340,0.9072498,145.00
2017-09-26,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,3,2,1,1,0,40,20.00,2,0,92,0,43.64603318,-79.39172893,377,0.589558077,155.00
2017-09-05,FALSE,Greek Town,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,4,1,2,2,300,80,0.00,1,49,94,5.1,43.68010463,-79.34601538,398,0.694313126,120.00
2013-11-29,FALSE,Victoria Village,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,5,1,3,4,298,149,0.00,3,6,80,0.98,43.73326835,-79.31062228,1774,0.850989199,110.00
2017-12-12,FALSE,Glen Park,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,2,1,1,1,299,70,25.00,3,15,97,1.54,43.72502017,-79.4457633,300,0.760408209,129.00
2017-07-17,FALSE,Fashion District,Apartment,Private room,Real Bed,flexible,2,2,1,1,1,150,57.72810448,0.00,2,0,92,0,43.64511939,-79.40331875,448,0.881382203,80.00
2016-03-10,TRUE,The Annex,Townhouse,Entire home/apt,Real Bed,moderate,1,3,1.5,1,1,500,70,0.00,3,9,100,0.97,43.67034442,-79.40422001,942,0.694313126,180.00
2017-12-12,FALSE,Glen Park,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,2,2,1,1,1,299,70,25.00,3,12,92,1.23,43.72318852,-79.44583588,300,0.731778843,129.00
2013-04-07,FALSE,Palmerston/Little Italy,Condominium,Entire home/apt,Real Bed,moderate,1,2,1,1,1,150,100,25.00,2,22,95,2.37,43.65967417,-79.42801034,2010,0.750769534,350.00
2013-08-26,TRUE,Parkdale,Apartment,Private room,Real Bed,flexible,2,2,1,1,1,0,57.72810448,0.00,3,2,100,0.2,43.63751825,-79.44188621,1869,0.664940375,70.00
2012-02-01,TRUE,The Junction,House,Entire home/apt,Real Bed,moderate,4,8,1.5,3,5,500,75,30.00,1,33,96,3.46,43.66591052,-79.46206975,2441,0.829436438,340.00
2012-02-01,TRUE,The Junction,House,Private room,Real Bed,moderate,4,3,1.5,1,2,200,20,20.00,1,11,96,1.62,43.66362308,-79.46188641,2441,0.821636602,85.00
2017-09-14,FALSE,Roncesvalles,Apartment,Private room,Real Bed,flexible,1,2,1,1,2,1000,0,0.00,1,0,92,0,43.65014964,-79.45969681,389,0.664940375,85.00
2017-11-06,FALSE,Kensington Market,Apartment,Private room,Real Bed,strict_14_with_grace_period,12,2,2,1,1,0,25,0.00,1,5,88,0.54,43.65513162,-79.40016866,336,0.674915526,75.00
2016-03-23,FALSE,Garden District,Apartment,Private room,Real Bed,flexible,1,2,1,1,1,0,20,10.00,7,8,94,0.85,43.65473086,-79.37493943,929,0.605980562,56.00
2015-05-12,TRUE,Wychwood Park,House,Entire home/apt,Real Bed,moderate,1,5,1,2,2,150,75,0.00,2,16,99,2.01,43.67229718,-79.42937166,1245,0.664940375,250.00
2013-03-09,TRUE,Parkdale,Apartment,Entire home/apt,Real Bed,moderate,1,6,1,2,4,150,60,25.00,3,1,100,0.11,43.63503697,-79.42818773,2039,0.750769534,91.00
2016-01-12,FALSE,Willowdale,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,10,4,2,2,2,1000,80,25.00,3,3,100,0.57,43.77542889,-79.41178463,1000,0.694313126,100.00
2015-06-24,FALSE,Don Valley Village,Guest suite,Private room,Real Bed,moderate,1,2,1,0,1,0,12,15.00,1,17,93,1.82,43.78943605,-79.3668354,1202,0.813624225,78.00
2017-12-13,FALSE,Westminster/Branson,House,Private room,Real Bed,moderate,1,1,1,1,1,200,15,15.00,1,3,100,0.41,43.78714727,-79.4622582,299,0.605980562,30.00
2017-12-13,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,6,1.5,2,3,500,50,20.00,1,65,98,6.89,43.64070903,-79.38286218,299,0.850989199,109.00
2016-06-30,FALSE,Garden District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,22,4,1,1,1,300,70,20.00,1,22,96,2.5,43.65405643,-79.37880153,830,0.694313126,124.00
2016-02-15,FALSE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,flexible,1,4,2,2,2,0,57.72810448,30.00,3,2,90,0.21,43.6615131,-79.38685272,966,0.654151605,198.00
2015-05-13,TRUE,Wychwood Park,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,0,25,30.00,3,2,100,0.21,43.68028344,-79.43017834,1244,0.779336398,56.00
2017-12-14,FALSE,Harbourfront,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,4,4,2,2,2,500,120,0.00,2,51,98,5.52,43.64014064,-79.38142336,298,0.788070176,400.00
2014-09-27,FALSE,Parkdale,Condominium,Entire home/apt,Real Bed,flexible,2,2,1,1,2,250,25,35.00,2,2,100,0.21,43.64226553,-79.42453627,1472,0.664940375,100.00
2017-12-14,FALSE,Newtonbrook,Guest suite,Private room,Real Bed,flexible,1,2,1.5,0,1,0,57.72810448,0.00,1,0,92,0,43.79811213,-79.41879018,298,0.654151605,38.00
2017-11-09,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,2,2,1,0,1,200,55,0.00,1,64,98,6.6,43.64239784,-79.3827962,333,0.779336398,85.00
2012-11-27,TRUE,Entertainment District,Condominium,Entire home/apt,Real Bed,moderate,2,4,2,2,2,300,130,0.00,3,2,100,0.21,43.64529176,-79.38901178,2141,0.788070176,200.00
2014-07-01,FALSE,Willowdale,Condominium,Private room,Real Bed,flexible,1,3,1,1,3,0,0,0.00,1,0,92,0,43.76620564,-79.41286527,1560,0.63241182,13.00
2011-03-22,TRUE,Niagara,Townhouse,Entire home/apt,Real Bed,strict_14_with_grace_period,1,4,2,2,2,500,80,50.00,2,1,60,0.11,43.63952696,-79.41518731,2757,0.760408209,149.00
2016-10-08,FALSE,Scarborough Junction,Guest suite,Private room,Real Bed,strict_14_with_grace_period,2,2,1,1,1,150,25,20.00,1,0,92,0,43.72944872,-79.25457224,730,0.722408935,50.00
2011-01-26,FALSE,Yorkville,Serviced apartment,Entire home/apt,Real Bed,moderate,1,2,1,1,1,500,100,0.00,7,2,100,0.29,43.67225955,-79.38757804,2812,0.674915526,120.00
2012-10-28,TRUE,Parkdale,Apartment,Entire home/apt,Real Bed,moderate,1,3,1,1,1,128,47,10.00,2,0,92,0,43.63605558,-79.43692528,2171,0.837016211,105.00
2015-05-10,TRUE,Cabbagetown,Townhouse,Private room,Real Bed,flexible,3,2,2,1,1,0,10,7.00,1,24,96,2.94,43.66652564,-79.37006041,1247,0.674915526,65.00
2015-05-10,TRUE,Cabbagetown,Townhouse,Private room,Real Bed,flexible,3,2,2,1,1,0,10,7.00,1,26,97,3.18,43.66637033,-79.36869532,1247,0.684936731,65.00
2012-11-26,FALSE,Downtown Toronto,Condominium,Private room,Real Bed,strict_14_with_grace_period,2,3,1,1,2,200,0,20.00,2,1,80,0.11,43.66628353,-79.38695221,2142,0.52441118,350.00
2017-12-14,FALSE,Rosedale,Condominium,Private room,Real Bed,flexible,1,2,1,1,1,0,30,30.00,1,0,92,0,43.67187741,-79.3786619,298,0.589558077,91.00
2017-09-22,FALSE,Mount Dennis,Condominium,Private room,Real Bed,flexible,2,1,1.5,2,2,150,140,27.00,7,3,100,0.33,43.69324301,-79.50553476,381,0.664940375,40.00
2013-03-02,FALSE,High Park North,House,Private room,Real Bed,flexible,4,3,2,1,2,0,30,12.00,2,17,95,1.92,43.65945887,-79.4776754,2046,0.788070176,69.00
2017-12-15,FALSE,Fashion District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,8,2,3,4,349,79,0.00,1,73,99,7.68,43.64214928,-79.39982065,297,0.875742681,147.00
2014-01-06,TRUE,Niagara,Condominium,Private room,Real Bed,strict_14_with_grace_period,3,2,1,1,1,500,50,20.00,2,1,92,0.1,43.6428381,-79.40276875,1736,0.643217553,100.00
2017-01-11,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,60,3,1,1,1,300,90,0.00,3,4,95,0.43,43.64137066,-79.38163422,635,0.722408935,138.00
2014-05-14,TRUE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,3,4,2,3,4,500,120,10.00,5,2,40,0.43,43.65400923,-79.3698666,1608,0.779336398,105.00
2012-02-01,TRUE,The Junction,House,Private room,Real Bed,moderate,4,2,1.5,1,1,200,20,20.00,1,13,94,1.91,43.66377042,-79.46235121,2441,0.863683033,70.00
2017-12-13,FALSE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,5,2,2,2,699,125,50.00,1,52,97,6.02,43.63840138,-79.3984607,299,0.863683033,899.00
2017-12-13,FALSE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,3,1,1,2,599,125,75.00,1,36,97,5.78,43.64221206,-79.38145762,299,0.821636602,199.00
2017-11-05,FALSE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,9,13,3,3,7,899,150,50.00,1,40,99,4.24,43.64099953,-79.39514511,337,0.857380442,599.00
2017-12-15,FALSE,West Humber,House,Private room,Real Bed,strict_14_with_grace_period,2,1,1,1,1,0,57.72810448,0.00,5,8,98,0.86,43.73146124,-79.59013819,297,0.694313126,35.00
2017-11-24,FALSE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,5,2,2,2,699,125,50.00,1,52,93,5.44,43.63731437,-79.39696791,318,0.844449108,229.00
2012-01-29,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,flexible,1,3,1,2,2,400,100,50.00,3,1,92,0.13,43.63898125,-79.39116458,2444,0.770066708,129.00
2017-10-23,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,flexible,1,3,2,1,2,500,60,25.00,1,0,92,0,43.64202467,-79.38079318,350,0.674915526,225.00
2015-07-22,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,moderate,9,2,1,1,1,500,30,0.00,1,43,82,4.67,43.64185446,-79.38099878,1174,0.664940375,100.00
2014-01-29,FALSE,Don Valley Village,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,9,4,1,2,2,500,60,0.00,2,17,99,1.91,43.77579943,-79.34290645,1713,0.869995519,175.00
2015-08-22,FALSE,Oakwood,House,Entire home/apt,Real Bed,moderate,3,4,1,0,2,300,100,0.00,3,23,82,2.37,43.687755,-79.44613749,1143,0.788070176,80.00
2017-12-10,FALSE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,0,1,599,125,75.00,2,25,94,2.84,43.6483064,-79.39347815,302,0.805421972,159.00
2017-12-16,FALSE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,3,6,1,2,3,200,60,0.00,1,66,93,6.76,43.64335039,-79.38000193,296,0.63241182,149.00
2015-08-22,FALSE,Pellam Park,House,Entire home/apt,Real Bed,moderate,3,4,1,1,2,300,100,0.00,3,37,82,3.88,43.67080894,-79.45983478,1143,0.813624225,80.00
2017-12-16,FALSE,West Humber,Bungalow,Entire home/apt,Real Bed,moderate,1,3,1.5,2,2,200,99,25.00,15,20,100,2.17,43.72362653,-79.57395359,296,0.664940375,59.00
2017-12-16,FALSE,Garden District,Apartment,Private room,Real Bed,strict_14_with_grace_period,2,2,1,1,1,250,14,20.00,1,0,92,0,43.660124,-79.37918823,296,0.694313126,44.00
2017-08-23,FALSE,Yorkville,Condominium,Entire home/apt,Real Bed,moderate,1,3,1,1,4,500,79,30.00,2,44,99,4.73,43.67119422,-79.39324751,411,0.869995519,160.00
2017-12-16,FALSE,Willowdale,Bungalow,Private room,Real Bed,moderate,5,5,1,2,3,0,40,15.00,1,21,95,2.36,43.77584545,-79.40650113,296,0.857380442,100.00
2017-12-10,FALSE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,5,2,2,2,699,125,75.00,1,52,96,6.14,43.6385587,-79.39878358,302,0.850989199,299.00
2017-07-06,FALSE,Downsview,House,Private room,Real Bed,flexible,1,1,1,0,1,500,50,0.00,14,0,92,0,43.72430596,-79.47684498,459,0.654151605,100.00
2012-01-23,TRUE,Deer Park,Apartment,Private room,Real Bed,flexible,1,1,1,1,1,0,57.72810448,0.00,2,12,96,1.49,43.68628621,-79.39101596,2450,0.654151605,59.00
2017-05-16,FALSE,Parkdale,Condominium,Entire home/apt,Real Bed,flexible,1,2,1,1,1,0,40,0.00,2,1,92,0.11,43.64240389,-79.42346325,510,0.643217553,175.00
2017-05-14,FALSE,Woburn,Bungalow,Private room,Real Bed,moderate,1,2,1,1,1,0,57.72810448,10.00,1,18,94,1.92,43.75924355,-79.21283971,512,0.703663971,49.00
2017-12-17,FALSE,Forest Hill,House,Entire home/apt,Real Bed,moderate,1,8,5.5,4,4,200,250,30.00,2,2,100,0.97,43.70185246,-79.41836108,295,0.674915526,850.00
2014-08-15,FALSE,Fashion District,Condominium,Entire home/apt,Real Bed,flexible,1,2,1,1,1,0,57.72810448,0.00,1,1,92,0.1,43.64356249,-79.40089561,1515,0.619765611,80.00
2017-06-01,FALSE,The Annex,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,1,3,1,1,1,0,57.72810448,0.00,4,3,100,0.31,43.67047496,-79.40604666,494,0.731778843,59.00
2013-05-15,TRUE,Fashion District,Loft,Private room,Real Bed,strict_14_with_grace_period,2,2,1,1,1,0,31,10.00,1,29,95,3.35,43.64632367,-79.40037867,1972,0.741246136,75.00
2011-11-12,TRUE,Palmerston/Little Italy,Apartment,Entire home/apt,Real Bed,moderate,1,5,1,2,2,0,65,20.00,2,38,95,4.1,43.65957325,-79.40941653,2522,0.788070176,100.00
2014-09-26,FALSE,Willowdale,Condominium,Private room,Real Bed,moderate,1,2,1,1,1,0,15,20.00,1,13,100,1.35,43.76932514,-79.41657661,1473,0.619765611,49.00
2016-06-21,FALSE,Little Portugal,Loft,Entire home/apt,Real Bed,moderate,11,2,2,1,1,250,59,20.00,2,52,95,5.8,43.64929786,-79.42882099,839,0.694313126,89.00
2017-10-15,FALSE,York University Heights,House,Private room,Real Bed,moderate,4,2,1,1,2,129,15,10.00,1,5,84,0.54,43.75119686,-79.50103823,358,0.713114205,26.00
2015-09-04,FALSE,Little Portugal,House,Entire home/apt,Real Bed,strict_14_with_grace_period,1,3,1,1,1,129,10,10.00,2,0,92,0,43.64704478,-79.43437174,1130,0.805421972,85.00
2015-11-02,TRUE,Henry Farm,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,1,500,50,0.00,2,6,93,0.65,43.76717157,-79.38252936,1071,0.664940375,65.00
2016-10-03,FALSE,Willowdale,Condominium,Entire home/apt,Real Bed,moderate,6,5,2,2,3,800,80,20.00,3,0,92,0,43.77614354,-79.41367027,735,0.722408935,119.00
2015-03-23,FALSE,Downtown Toronto,Condominium,Entire home/apt,Real Bed,flexible,1,4,1,1,1,0,57.72810448,0.00,2,8,95,0.91,43.63964881,-79.39746582,1295,0.694313126,98.00
2017-10-11,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,flexible,1,2,1,0,1,200,30,0.00,1,50,96,5.3,43.64223543,-79.38223612,362,0.674915526,63.00
2017-09-11,FALSE,Willowdale,House,Entire home/apt,Real Bed,moderate,1,6,1,2,3,0,50,20.00,1,11,98,4.29,43.77020293,-79.40430553,392,0.788070176,190.00
2015-11-08,FALSE,Entertainment District,Apartment,Entire home/apt,Real Bed,strict_14_with_grace_period,23,3,1,1,2,300,80,0.00,6,11,98,1.17,43.64117485,-79.38313807,1065,0.805421972,175.00
2017-12-18,FALSE,Richview,Townhouse,Entire home/apt,Real Bed,strict_14_with_grace_period,1,2,1,1,2,200,35,40.00,5,0,92,0,43.67785633,-79.55149506,294,0.63241182,120.00
2016-10-23,FALSE,Milliken,House,Private room,Real Bed,moderate,4,3,1,2,2,200,30,10.00,3,0,92,0,43.82057178,-79.27724573,715,0.731778843,59.00
2017-12-16,FALSE,Willowdale,Bungalow,Private room,Real Bed,moderate,5,1,1,1,1,0,28,0.00,1,13,97,1.35,43.7765774,-79.40796504,296,0.750769534,38.00
2017-07-23,FALSE,Old East York,House,Entire home/apt,Real Bed,strict_14_with_grace_period,4,4,1,0,2,300,25,20.00,1,70,94,7.61,43.69697906,-79.33671526,442,0.760408209,80.00
2017-06-29,FALSE,Woburn,House,Private room,Real Bed,moderate,4,1,2,1,1,0,57.72810448,10.00,2,0,92,0,43.77405832,-79.21178986,466,0.713114205,26.00
2011-05-29,FALSE,Willowdale,House,Private room,Real Bed,flexible,2,1,1,1,1,0,100,0.00,1,3,80,1.15,43.76893859,-79.39720764,2689,0.589558077,45.00
2016-11-10,FALSE,Palmerston/Little Italy,Serviced apartment,Private room,Real Bed,strict_14_with_grace_period,1,2,1,1,2,200,60,10.00,1,9,91,1.02,43.65733374,-79.42259348,697,0.654151605,70.00
2017-04-20,FALSE,Downtown Toronto,Apartment,Entire home/apt,Real Bed,moderate,1,3,1,1,1,500,45,20.00,5,5,100,0.52,43.65460059,-79.3836022,536,0.674915526,150.00
2017-04-13,FALSE,Entertainment District,Condominium,Entire home/apt,Real Bed,strict_14_with_grace_period,2,4,1,1,2,300,129,25.00,5,21,100,2.66,43.64996168,-79.38751452,543,0.643217553,13.00
2016-05-16,TRUE,Parkdale,Apartment,Private room,Real Bed,strict_14_with_grace_period,1,1,1,1,1,150,10,15.00,2,1,100,0.11,43.63820514,-79.43952676,875,0.643217553,48.00
2013-10-15,FALSE,Studio District,Loft,Entire home/apt,Real Bed,strict_14_with_grace_period,16,6,1,2,3,900,142,25.00,2,3,100,0.44,43.66005546,-79.33184554,1819,0.760408209,125.00
2016-07-28,FALSE,Downsview,Townhouse,Private room,Real Bed,strict_14_with_grace_period,4,1,1,1,1,0,25,25.00,4,9,93,0.98,43.7359608,-79.47989521,802,0.788070176,59.00
